"MUNIC_RES","ANO","POPULACAO"
"2501104","2021",22493
"2501153","2021",2105
"2501203","2021",7054
"2501302","2021",19081
"2501351","2021",4067
"2501401","2021",9197
"2501500","2021",21220
"2501534","2021",5033
"2501575","2021",8338
"2501609","2021",15607
"2501708","2021",6095
"2501807","2021",97519
"2501906","2021",17733
"2502003","2021",7356
"2502052","2021",3571
"2502102","2021",5248
"2502151","2021",7218
"2502201","2021",2588
"2502300","2021",4937
"2502409","2021",12126
"2502508","2021",17934
"2502607","2021",6092
"2502706","2021",5311
"2502805","2021",14287
"2502904","2021",6479
"2503001","2021",22079
"2503100","2021",5710
"2503209","2021",69773
"2503308","2021",10364
"2503407","2021",3708
"2503506","2021",17169
"2503555","2021",7225
"2503605","2021",7182
"2503704","2021",62576
"2503753","2021",3217
"2503803","2021",6077
"2503902","2021",6048
"2504009","2021",413830
"2504033","2021",6715
"2504074","2021",4206
"2504108","2021",2714
"2504157","2021",7530
"2504207","2021",4938
"2504306","2021",30819
"2504355","2021",4898
"2504405","2021",19030
"2504504","2021",6662
"2504603","2021",25341
"2504702","2021",4787
"2504801","2021",15438
"2504850","2021",1948
"2504900","2021",17599
"2505006","2021",7866
"2505105","2021",20331
"2505204","2021",6748
"2505238","2021",6360
"2505279","2021",5209
"2505303","2021",2508
"2505352","2021",5409
"2505402","2021",8332
"2505501","2021",3850
"2505600","2021",6506
"2505709","2021",10375
"2505808","2021",3569
"2505907","2021",3556
"2506004","2021",33386
"2506103","2021",11180
"2506202","2021",2989
"2506251","2021",8292
"2506301","2021",59389
"2506400","2021",14125
"2506509","2021",3477
"2506608","2021",5877
"2506707","2021",11877
"2506806","2021",18184
"2506905","2021",24363
"2507002","2021",24960
"2507101","2021",18978
"2507200","2021",11069
"2507309","2021",14467
"2507408","2021",7751
"2507507","2021",825796
"2507606","2021",8014
"2507705","2021",18422
"2507804","2021",7238
"2507903","2021",10830
"2508000","2021",9831
"2508109","2021",4640
"2508208","2021",7754
"2508307","2021",27728
"2508406","2021",2698
"2508505","2021",7274
"2508554","2021",4406
"2508604","2021",13344
"2508703","2021",3988
"2508802","2021",5745
"2508901","2021",45385
"2509008","2021",10988
"2509057","2021",8746
"2509107","2021",21895
"2509156","2021",6689
"2509206","2021",14077
"2509305","2021",8642
"2509339","2021",4528
"2509370","2021",2944
"2509396","2021",6690
"2509404","2021",13238
"2509503","2021",5806
"2509602","2021",4867
"2509701","2021",33638
"2509800","2021",9962
"2509909","2021",10449
"2510006","2021",7271
"2510105","2021",10614
"2510204","2021",5892
"2510303","2021",5011
"2510402","2021",6399
"2510501","2021",3989
"2510600","2021",3052
"2510659","2021",1747
"2510709","2021",2453
"2510808","2021",108766
"2510907","2021",12411
"2511004","2021",3802
"2511103","2021",7954
"2511202","2021",28607
"2511301","2021",16147
"2511400","2021",18737
"2511509","2021",12036
"2511608","2021",6518
"2511707","2021",4937
"2511806","2021",10590
"2511905","2021",19478
"2512002","2021",18848
"2512036","2021",3877
"2512077","2021",4366
"2512101","2021",32803
"2512200","2021",4265
"2512309","2021",23749
"2512408","2021",13801
"2512507","2021",44388
"2512606","2021",2009
"2512705","2021",19973
"2512721","2021",6139
"2512747","2021",3650
"2512754","2021",4562
"2512762","2021",4571
"2512788","2021",1999
"2512804","2021",8555
"2512903","2021",24258
"2513000","2021",3975
"2513109","2021",12123
"2513158","2021",6526
"2513208","2021",6579
"2513307","2021",5853
"2513356","2021",3591
"2513406","2021",15470
"2513505","2021",5098
"2513604","2021",6942
"2513653","2021",2640
"2513703","2021",138093
"2513802","2021",4550
"2513851","2021",2496
"2513901","2021",34650
"2513927","2021",4602
"2513943","2021",2645
"2513968","2021",3119
"2513984","2021",3377
"2514008","2021",4170
"2514107","2021",4408
"2514206","2021",7622
"2514305","2021",6394
"2514404","2021",4631
"2514453","2021",6037
"2514503","2021",20406
"2514552","2021",3898
"2514602","2021",3619
"2514651","2021",1821
"2514701","2021",4153
"2514800","2021",3607
"2514909","2021",7682
"2515005","2021",7450
"2515104","2021",11793
"2515203","2021",3534
"2515302","2021",52977
"2515401","2021",10919
"2515500","2021",13807
"2515609","2021",3114
"2515708","2021",2921
"2515807","2021",7001
"2515906","2021",6037
"2515930","2021",5152
"2515971","2021",7845
"2516003","2021",26051
"2516102","2021",15211
"2516151","2021",3631
"2516201","2021",69997
"2516300","2021",17096
"2516409","2021",11024
"2516508","2021",15505
"2516607","2021",14791
"2516706","2021",15333
"2516755","2021",3103
"2516805","2021",9473
"2516904","2021",15356
"2517001","2021",9914
"2517100","2021",2870
"2517209","2021",5395
"2517407","2021",2269
"2600054","2021",100698
"2600104","2021",37546
"2600203","2021",19981
"2600302","2021",25240
"2600401","2021",37386
"2600500","2021",43923
"2600609","2021",14798
"2600708","2021",38408
"2600807","2021",22996
"2600906","2021",22910
"2601003","2021",11301
"2601052","2021",20936
"2601102","2021",85301
"2601201","2021",75295
"2601300","2021",14632
"2601409","2021",42866
"2601508","2021",12169
"2601607","2021",20730
"2601706","2021",76930
"2601805","2021",12811
"2601904","2021",60960
"2602001","2021",38605
"2602100","2021",48975
"2602209","2021",40038
"2602308","2021",38101
"2602407","2021",8981
"2602506","2021",7489
"2602605","2021",51696
"2602704","2021",13224
"2602803","2021",59448
"2602902","2021",210796
"2603009","2021",34778
"2603108","2021",20618
"2603207","2021",29065
"2603306","2021",10983
"2603405","2021",5744
"2603454","2021",159945
"2603504","2021",19032
"2603603","2021",8592
"2603702","2021",24743
"2603801","2021",20048
"2603900","2021",19666
"2603926","2021",13117
"2604007","2021",85131
"2604106","2021",369343
"2604155","2021",14395
"2604205","2021",43778
"2604304","2021",11972
"2604403","2021",13641
"2604502","2021",21929
"2604601","2021",26755
"2604700","2021",18327
"2604809","2021",12543
"2604908","2021",9494
"2605004","2021",24237
"2605103","2021",37633
"2605152","2021",19246
"2605202","2021",69701
"2605301","2021",31709
"2605400","2021",22360
"2605459","2021",3140
"2605509","2021",12216
"2605608","2021",22612
"2605707","2021",33488
"2605806","2021",15633
"2605905","2021",31578
"2606002","2021",141347
"2606101","2021",30847
"2606200","2021",80345
"2606309","2021",7586
"2606408","2021",85309
"2606507","2021",19284
"2606606","2021",29585
"2606705","2021",7773
"2606804","2021",119690
"2606903","2021",12265
"2607000","2021",24034
"2607109","2021",4537
"2607208","2021",99101
"2607307","2021",31515
"2607406","2021",5013
"2607505","2021",26268
"2607604","2021",27076
"2607653","2021",36495
"2607703","2021",13492
"2607752","2021",27144
"2607802","2021",17056
"2607901","2021",711330
"2607950","2021",11632
"2608008","2021",17305
"2608057","2021",14904
"2608107","2021",33570
"2608206","2021",15999
"2608255","2021",11545
"2608305","2021",15007
"2608404","2021",15483
"2608453","2021",18429
"2608503","2021",21490
"2608602","2021",13300
"2608701","2021",16345
"2608750","2021",26090
"2608800","2021",40883
"2608909","2021",56149
"2609006","2021",25565
"2609105","2021",16549
"2609154","2021",22110
"2609204","2021",11098
"2609303","2021",15548
"2609402","2021",63792
"2609501","2021",32673
"2609600","2021",393734
"2609709","2021",23985
"2609808","2021",15309
"2609907","2021",70466
"2610004","2021",63745
"2610103","2021",7509
"2610202","2021",26438
"2610301","2021",11608
"2610400","2021",22198
"2610509","2021",28856
"2610608","2021",57346
"2610707","2021",336919
"2610806","2021",22716
"2610905","2021",68067
"2611002","2021",37246
"2611101","2021",359372
"2611200","2021",11308
"2611309","2021",27204
"2611408","2021",15231
"2611507","2021",26309
"2611533","2021",6796
"2611606","2021",1661017
"2611705","2021",20744
"2611804","2021",47813
"2611903","2021",23719
"2612000","2021",9600
"2612109","2021",11214
"2612208","2021",61561
"2612307","2021",15880
"2612406","2021",27308
"2612455","2021",15713
"2612471","2021",12708
"2612505","2021",111812
"2612554","2021",14645
"2612604","2021",42266
"2612703","2021",14308
"2612802","2021",11914
"2612901","2021",16239
"2613008","2021",60567
"2613107","2021",37488
"2613206","2021",23002
"2613305","2021",21439
"2613404","2021",21868
"2613503","2021",34082
"2613602","2021",34210
"2613701","2021",114910
"2613800","2021",18150
"2613909","2021",87467
"2614006","2021",19226
"2614105","2021",36189
"2614204","2021",46845
"2614303","2021",11269
"2614402","2021",6034
"2614501","2021",66192
"2614600","2021",28860
"2614709","2021",12843
"2614808","2021",26439
"2614857","2021",23852
"2615003","2021",29472
"2615102","2021",7227
"2615201","2021",10314
"2615300","2021",52587
"2615409","2021",47088
"2615508","2021",13856
"2615607","2021",31103
"2615706","2021",15232
"2615805","2021",27793
"2615904","2021",8266
"2616001","2021",18835
"2616100","2021",9572
"2616183","2021",7526
"2616209","2021",21172
"2616308","2021",32897
"2616407","2021",140389
"2616506","2021",14789
"2700102","2021",20263
"2700201","2021",17507
"2700300","2021",234309
"2700409","2021",47540
"2700508","2021",16201
"2700607","2021",8434
"2700706","2021",18440
"2700805","2021",4226
"2700904","2021",6717
"2701001","2021",27429
"2701100","2021",10426
"2701209","2021",10920
"2701308","2021",21397
"2701357","2021",6972
"2701407","2021",57997
"2701506","2021",9576
"2701605","2021",17715
"2701704","2021",16907
"2701803","2021",9568
"2701902","2021",7311
"2702009","2021",10594
"2702108","2021",21935
"2702207","2021",5882
"2702306","2021",57647
"2702355","2021",24396
"2702405","2021",52501
"2702504","2021",11059
"2702553","2021",18304
"2702603","2021",22192
"2702702","2021",4803
"2702801","2021",12823
"2702900","2021",41549
"2703007","2021",15637
"2703106","2021",25596
"2703205","2021",24670
"2703304","2021",18398
"2703403","2021",5185
"2703502","2021",6992
"2703601","2021",8444
"2703700","2021",5751
"2703759","2021",11495
"2703809","2021",24167
"2703908","2021",4119
"2704005","2021",24716
"2704104","2021",17692
"2704203","2021",28904
"2704302","2021",1031597
"2704401","2021",19923
"2704500","2021",33351
"2704609","2021",8850
"2704708","2021",52848
"2704807","2021",13123
"2704906","2021",3474
"2705002","2021",25200
"2705101","2021",24627
"2705200","2021",18201
"2705309","2021",5315
"2705408","2021",7171
"2705507","2021",28428
"2705606","2021",12837
"2705705","2021",21690
"2705804","2021",9507
"2705903","2021",5133
"2706000","2021",11681
"2706109","2021",11573
"2706208","2021",5061
"2706307","2021",73452
"2706406","2021",24307
"2706422","2021",10546
"2706448","2021",13484
"2706505","2021",15270
"2706604","2021",7556
"2706703","2021",64005
"2706802","2021",17868
"2706901","2021",35310
"2707008","2021",2903
"2707107","2021",25324
"2707206","2021",14447
"2707305","2021",27331
"2707404","2021",7618
"2707503","2021",20158
"2707602","2021",11202
"2707701","2021",75662
"2707800","2021",6634
"2707909","2021",7344
"2708006","2021",47910
"2708105","2021",10637
"2708204","2021",6977
"2708303","2021",24064
"2708402","2021",32462
"2708501","2021",34825
"2708600","2021",62328
"2708709","2021",8073
"2708808","2021",34424
"2708907","2021",14042
"2708956","2021",13893
"2709004","2021",6115
"2709103","2021",20162
"2709152","2021",44570
"2709202","2021",27934
"2709301","2021",65963
"2709400","2021",25655
"2800100","2021",2386
"2800209","2021",21796
"2800308","2021",672614
"2800407","2021",9840
"2800506","2021",18825
"2800605","2021",31439
"2800670","2021",26980
"2800704","2021",8396
"2801009","2021",18325
"2801108","2021",4003
"2801207","2021",30894
"2801306","2021",34808
"2801405","2021",22393
"2801504","2021",17232
"2801603","2021",5929
"2801702","2021",18181
"2801900","2021",4008
"2802007","2021",5290
"2802106","2021",69919
"2802205","2021",5617
"2802304","2021",15688
"2802403","2021",11599
"2802502","2021",3421
"2802601","2021",5831
"2802700","2021",8522
"2802809","2021",18337
"2802908","2021",96839
"2803005","2021",42399
"2803104","2021",4869
"2803203","2021",35054
"2803302","2021",19067
"2803401","2021",13422
"2803500","2021",106015
"2803609","2021",30327
"2803708","2021",7002
"2803807","2021",3715
"2803906","2021",12689
"2804003","2021",17328
"2804102","2021",11361
"2804201","2021",15315
"2804300","2021",7653
"2804409","2021",18688
"2804458","2021",8822
"2804508","2021",37715
"2804607","2021",26957
"2804706","2021",6509
"2804805","2021",187733
"2804904","2021",14650
"2805000","2021",3309
"2805109","2021",9727
"2805208","2021",6678
"2805307","2021",9436
"2805406","2021",35461
"2805505","2021",24003
"2805604","2021",28788
"2805703","2021",29756
"2805802","2021",19813
"2805901","2021",10354
"2806008","2021",18891
"2806107","2021",11158
"2806206","2021",20051
"2806305","2021",14205
"2806404","2021",7906
"2806503","2021",3933
"2806602","2021",12200
"2806701","2021",92090
"2806800","2021",11276
"2806909","2021",3837
"2807006","2021",3964
"2807105","2021",40724
"2807204","2021",9046
"2807303","2021",3271
"2807402","2021",52861
"2807501","2021",13534
"2807600","2021",25800
"2900108","2021",8681
"2900207","2021",20594
"2900306","2021",15214
"2900355","2021",17209
"2900405","2021",17096
"2900504","2021",10513
"2900603","2021",4387
"2900702","2021",153023
"2900801","2021",22509
"2900900","2021",5273
"2901007","2021",37631
"2901106","2021",24997
"2901155","2021",16086
"2901205","2021",21229
"2901304","2021",13122
"2901353","2021",14416
"2901403","2021",13902
"2901502","2021",11369
"2901601","2021",19659
"2901700","2021",11670
"2901809","2021",11955
"2901908","2021",17840
"2901957","2021",7274
"2902005","2021",12960
"2902054","2021",12237
"2902104","2021",54903
"2902203","2021",11519
"2902252","2021",10904
"2902302","2021",8848
"2902401","2021",11079
"2902500","2021",13979
"2902609","2021",20431
"2902658","2021",13251
"2902708","2021",54225
"2902807","2021",20198
"2902906","2021",30831
"2903003","2021",13128
"2903102","2021",5515
"2903201","2021",158432
"2903235","2021",15171
"2903276","2021",16225
"2903300","2021",5312
"2903409","2021",23540
"2903508","2021",17013
"2903607","2021",15989
"2903706","2021",12039
"2903805","2021",18491
"2903904","2021",70151
"2903953","2021",9768
"2904001","2021",14518
"2904050","2021",16999
"2904100","2021",21486
"2904209","2021",10050
"2904308","2021",14155
"2904407","2021",10675
"2904506","2021",10705
"2904605","2021",67468
"2904704","2021",18269
"2904753","2021",21374
"2904803","2021",6232
"2904852","2021",19010
"2904902","2021",33659
"2905008","2021",23407
"2905107","2021",8912
"2905156","2021",14671
"2905206","2021",51184
"2905305","2021",18585
"2905404","2021",18666
"2905503","2021",13452
"2905602","2021",32023
"2905701","2021",309208
"2905800","2021",35444
"2905909","2021",28839
"2906006","2021",71754
"2906105","2021",9694
"2906204","2021",26468
"2906303","2021",30722
"2906402","2021",8109
"2906501","2021",87820
"2906600","2021",14415
"2906709","2021",24921
"2906808","2021",34929
"2906824","2021",16832
"2906857","2021",11597
"2906873","2021",31055
"2906899","2021",8659
"2906907","2021",22166
"2907004","2021",9395
"2907103","2021",29118
"2907202","2021",73092
"2907301","2021",26369
"2907400","2021",3619
"2907509","2021",55222
"2907558","2021",9303
"2907608","2021",17293
"2907707","2021",11221
"2907806","2021",32636
"2907905","2021",17402
"2908002","2021",16128
"2908101","2021",18835
"2908200","2021",22933
"2908309","2021",17087
"2908408","2021",67394
"2908507","2021",33631
"2908606","2021",26223
"2908705","2021",17113
"2908804","2021",4025
"2908903","2021",22391
"2909000","2021",8667
"2909109","2021",14108
"2909208","2021",15549
"2909307","2021",32243
"2909406","2021",13756
"2909505","2021",5352
"2909604","2021",21219
"2909703","2021",13981
"2909802","2021",63923
"2909901","2021",35065
"2910008","2021",10347
"2910057","2021",83705
"2910107","2021",12281
"2910206","2021",4072
"2910305","2021",8129
"2910404","2021",15914
"2910503","2021",42014
"2910602","2021",37902
"2910701","2021",61112
"2910727","2021",115360
"2910750","2021",17801
"2910776","2021",5656
"2910800","2021",624107
"2910859","2021",16314
"2910909","2021",5641
"2911006","2021",10525
"2911105","2021",26111
"2911204","2021",32778
"2911253","2021",4417
"2911303","2021",11284
"2911402","2021",15247
"2911501","2021",6852
"2911600","2021",20800
"2911659","2021",6371
"2911709","2021",85353
"2911808","2021",20565
"2911857","2021",12946
"2911907","2021",23950
"2912004","2021",8849
"2912103","2021",21083
"2912202","2021",19990
"2912301","2021",16262
"2912400","2021",18421
"2912509","2021",14989
"2912608","2021",4047
"2912707","2021",23433
"2912806","2021",8740
"2912905","2021",14476
"2913002","2021",16463
"2913101","2021",17048
"2913200","2021",27076
"2913309","2021",6232
"2913408","2021",15661
"2913457","2021",12963
"2913507","2021",27006
"2913606","2021",157639
"2913705","2021",40720
"2913804","2021",14229
"2913903","2021",45969
"2914000","2021",59281
"2914109","2021",9954
"2914208","2021",7295
"2914307","2021",7874
"2914406","2021",25728
"2914505","2021",29305
"2914604","2021",74050
"2914653","2021",30901
"2914703","2021",64795
"2914802","2021",214123
"2914901","2021",29051
"2915007","2021",16164
"2915106","2021",12140
"2915205","2021",14331
"2915304","2021",6784
"2915353","2021",14650
"2915403","2021",6515
"2915502","2021",20309
"2915601","2021",64423
"2915700","2021",7971
"2915809","2021",22474
"2915908","2021",6433
"2916005","2021",19231
"2916104","2021",22440
"2916203","2021",8300
"2916302","2021",10173
"2916401","2021",77408
"2916500","2021",36173
"2916609","2021",10284
"2916708","2021",8375
"2916807","2021",19937
"2916856","2021",14588
"2916906","2021",12482
"2917003","2021",36140
"2917102","2021",20394
"2917201","2021",19095
"2917300","2021",28870
"2917334","2021",11038
"2917359","2021",8176
"2917409","2021",14855
"2917508","2021",80749
"2917607","2021",54913
"2917706","2021",33915
"2917805","2021",19162
"2917904","2021",10742
"2918001","2021",156277
"2918100","2021",40832
"2918209","2021",14576
"2918308","2021",10470
"2918357","2021",25606
"2918407","2021",219544
"2918456","2021",8856
"2918506","2021",15241
"2918555","2021",5706
"2918605","2021",5777
"2918704","2021",3663
"2918753","2021",15870
"2918803","2021",24214
"2918902","2021",3993
"2919009","2021",3735
"2919058","2021",8591
"2919108","2021",8078
"2919157","2021",27323
"2919207","2021",204669
"2919306","2021",11586
"2919405","2021",12357
"2919504","2021",46372
"2919553","2021",92671
"2919603","2021",11318
"2919702","2021",19056
"2919801","2021",50481
"2919900","2021",7752
"2919926","2021",21754
"2919959","2021",2386
"2920007","2021",10294
"2920106","2021",18535
"2920205","2021",16875
"2920304","2021",8326
"2920403","2021",12944
"2920452","2021",13822
"2920502","2021",19973
"2920601","2021",44902
"2920700","2021",20664
"2920809","2021",10357
"2920908","2021",13619
"2921005","2021",47643
"2921054","2021",12359
"2921104","2021",22741
"2921203","2021",25771
"2921302","2021",10838
"2921401","2021",18603
"2921450","2021",8264
"2921500","2021",49145
"2921609","2021",8476
"2921708","2021",35466
"2921807","2021",12063
"2921906","2021",8725
"2922003","2021",42729
"2922052","2021",10469
"2922102","2021",27153
"2922201","2021",7464
"2922250","2021",11479
"2922300","2021",29420
"2922409","2021",22340
"2922508","2021",28661
"2922607","2021",14156
"2922656","2021",13197
"2922706","2021",16482
"2922730","2021",7830
"2922755","2021",6518
"2922805","2021",8328
"2922854","2021",9126
"2922904","2021",27047
"2923001","2021",44170
"2923035","2021",12653
"2923050","2021",15445
"2923100","2021",28373
"2923209","2021",21797
"2923308","2021",8575
"2923357","2021",17567
"2923407","2021",21840
"2923506","2021",9123
"2923605","2021",21777
"2923704","2021",32274
"2923803","2021",29124
"2923902","2021",9550
"2924009","2021",119213
"2924058","2021",13535
"2924108","2021",7438
"2924207","2021",16698
"2924306","2021",16854
"2924405","2021",35295
"2924504","2021",16308
"2924603","2021",20048
"2924652","2021",10353
"2924678","2021",10050
"2924702","2021",10253
"2924801","2021",25162
"2924900","2021",9415
"2925006","2021",26581
"2925105","2021",46885
"2925204","2021",40401
"2925253","2021",14729
"2925303","2021",152529
"2925402","2021",6623
"2925501","2021",28214
"2925600","2021",15180
"2925709","2021",12028
"2925758","2021",28272
"2925808","2021",25428
"2925907","2021",27672
"2925931","2021",8939
"2925956","2021",22643
"2926004","2021",41324
"2926103","2021",14588
"2926202","2021",22330
"2926301","2021",33498
"2926400","2021",35757
"2926509","2021",14631
"2926608","2021",54097
"2926657","2021",4896
"2926707","2021",12878
"2926806","2021",15521
"2926905","2021",11672
"2927002","2021",41209
"2927101","2021",9548
"2927200","2021",30900
"2927309","2021",16047
"2927408","2021",2900319
"2927507","2021",20971
"2927606","2021",13917
"2927705","2021",28058
"2927804","2021",6241
"2927903","2021",10583
"2928000","2021",37704
"2928059","2021",12308
"2928109","2021",39707
"2928208","2021",26792
"2928307","2021",8987
"2928406","2021",28613
"2928505","2021",10520
"2928604","2021",60190
"2928703","2021",103204
"2928802","2021",53666
"2928901","2021",34764
"2928950","2021",9085
"2929008","2021",14784
"2929057","2021",15543
"2929107","2021",21083
"2929206","2021",40664
"2929255","2021",18785
"2929305","2021",38315
"2929354","2021",5562
"2929370","2021",10546
"2929404","2021",11733
"2929503","2021",44554
"2929602","2021",17421
"2929701","2021",17330
"2929750","2021",12163
"2929800","2021",12971
"2929909","2021",44370
"2930006","2021",11586
"2930105","2021",79813
"2930154","2021",31362
"2930204","2021",41279
"2930303","2021",17261
"2930402","2021",14531
"2930501","2021",81693
"2930600","2021",13490
"2930709","2021",137117
"2930758","2021",13104
"2930766","2021",9431
"2930774","2021",23274
"2930808","2021",17118
"2930907","2021",12515
"2931004","2021",20383
"2931053","2021",17518
"2931103","2021",7936
"2931202","2021",21421
"2931301","2021",16939
"2931350","2021",164290
"2931400","2021",7296
"2931509","2021",22590
"2931608","2021",15097
"2931707","2021",13018
"2931806","2021",15996
"2931905","2021",50903
"2932002","2021",23991
"2932101","2021",19860
"2932200","2021",18647
"2932309","2021",27481
"2932408","2021",13894
"2932457","2021",19573
"2932507","2021",18108
"2932606","2021",16672
"2932705","2021",20312
"2932804","2021",19330
"2932903","2021",97873
"2933000","2021",29111
"2933059","2021",14135
"2933109","2021",9247
"2933158","2021",12556
"2933174","2021",8734
"2933208","2021",44185
"2933257","2021",6105
"2933307","2021",343643
"2933406","2021",9342
"2933455","2021",12125
"2933505","2021",20862
"2933604","2021",46562
"3100104","2021",7022
"3100203","2021",23263
"3100302","2021",13434
"3100401","2021",3995
"3100500","2021",9270
"3100609","2021",13319
"3100708","2021",1986
"3100807","2021",4557
"3100906","2021",19285
"3101003","2021",13656
"3101102","2021",25116
"3101201","2021",5949
"3101300","2021",2657
"3101409","2021",3015
"3101508","2021",35438
"3101607","2021",80973
"3101631","2021",7052
"3101706","2021",42380
"3101805","2021",7448
"3101904","2021",20059
"3102001","2021",14566
"3102050","2021",5938
"3102100","2021",10723
"3102209","2021",3783
"3102308","2021",15135
"3102407","2021",3605
"3102506","2021",4643
"3102605","2021",41704
"3102704","2021",9470
"3102803","2021",12189
"3102852","2021",8594
"3102902","2021",11471
"3103009","2021",9233
"3103108","2021",1577
"3103207","2021",2360
"3103306","2021",2056
"3103405","2021",36715
"3103504","2021",118361
"3103603","2021",2779
"3103702","2021",8467
"3103751","2021",6992
"3103801","2021",2836
"3103900","2021",9523
"3104007","2021",108403
"3104106","2021",10990
"3104205","2021",40658
"3104304","2021",15288
"3104403","2021",2681
"3104452","2021",5305
"3104502","2021",17850
"3104601","2021",14358
"3104700","2021",12496
"3104809","2021",4833
"3104908","2021",19249
"3105004","2021",7780
"3105103","2021",23964
"3105202","2021",4738
"3105301","2021",5808
"3105400","2021",33232
"3105509","2021",5311
"3105608","2021",139061
"3105707","2021",4905
"3105905","2021",20981
"3106002","2021",10269
"3106101","2021",3422
"3106200","2021",2530701
"3106309","2021",27277
"3106408","2021",7723
"3106507","2021",11813
"3106606","2021",4609
"3106655","2021",4792
"3106705","2021",450024
"3106804","2021",3282
"3106903","2021",14612
"3107000","2021",2482
"3107109","2021",40308
"3107208","2021",5088
"3107307","2021",50521
"3107406","2021",51436
"3107505","2021",6444
"3107604","2021",4270
"3107703","2021",6182
"3107802","2021",14792
"3107901","2021",10527
"3108008","2021",17612
"3108107","2021",6852
"3108206","2021",5397
"3108255","2021",11502
"3108305","2021",19809
"3108404","2021",14927
"3108503","2021",6259
"3108552","2021",16950
"3108602","2021",32460
"3108701","2021",4255
"3108800","2021",4737
"3108909","2021",14364
"3109006","2021",41208
"3109105","2021",10982
"3109204","2021",10342
"3109253","2021",3984
"3109303","2021",25179
"3109402","2021",28184
"3109451","2021",7025
"3109501","2021",14074
"3109600","2021",3580
"3109709","2021",11609
"3109808","2021",2720
"3109907","2021",11869
"3110004","2021",45364
"3110103","2021",5584
"3110202","2021",3961
"3110301","2021",14600
"3110400","2021",2839
"3110509","2021",21831
"3110608","2021",30068
"3110707","2021",12810
"3110806","2021",3739
"3110905","2021",16855
"3111002","2021",21052
"3111101","2021",19759
"3111150","2021",3830
"3111200","2021",54338
"3111309","2021",11648
"3111408","2021",8383
"3111507","2021",15661
"3111606","2021",28908
"3111705","2021",4533
"3111804","2021",12251
"3111903","2021",5585
"3112000","2021",14890
"3112059","2021",4575
"3112109","2021",5464
"3112208","2021",4616
"3112307","2021",38321
"3112406","2021",6860
"3112505","2021",9896
"3112604","2021",16294
"3112653","2021",5559
"3112703","2021",15388
"3112802","2021",8693
"3112901","2021",9318
"3113008","2021",23872
"3113107","2021",3150
"3113206","2021",25831
"3113305","2021",33022
"3113404","2021",93124
"3113503","2021",9423
"3113602","2021",6826
"3113701","2021",18516
"3113800","2021",2660
"3113909","2021",12193
"3114006","2021",11546
"3114105","2021",15031
"3114204","2021",22900
"3114303","2021",30339
"3114402","2021",21310
"3114501","2021",19756
"3114550","2021",10103
"3114600","2021",4052
"3114709","2021",3614
"3114808","2021",4445
"3114907","2021",2251
"3115003","2021",3108
"3115102","2021",17741
"3115201","2021",3939
"3115300","2021",75942
"3115359","2021",5465
"3115409","2021",3665
"3115458","2021",6206
"3115474","2021",4944
"3115508","2021",21566
"3115607","2021",1150
"3115706","2021",7059
"3115805","2021",10343
"3115904","2021",3216
"3116001","2021",5695
"3116100","2021",15334
"3116159","2021",14217
"3116209","2021",2657
"3116308","2021",6811
"3116407","2021",4873
"3116506","2021",7478
"3116605","2021",29093
"3116704","2021",7631
"3116803","2021",8810
"3116902","2021",3128
"3117009","2021",6624
"3117108","2021",10351
"3117207","2021",2814
"3117306","2021",28782
"3117405","2021",4581
"3117504","2021",17438
"3117603","2021",5558
"3117702","2021",13729
"3117801","2021",11852
"3117836","2021",7730
"3117876","2021",6867
"3117900","2021",12209
"3118007","2021",55836
"3118106","2021",5047
"3118205","2021",6997
"3118304","2021",130584
"3118403","2021",22975
"3118502","2021",1786
"3118601","2021",673849
"3118700","2021",9099
"3118809","2021",26620
"3118908","2021",8903
"3119005","2021",3546
"3119104","2021",23607
"3119203","2021",9897
"3119302","2021",27958
"3119401","2021",110709
"3119500","2021",9209
"3119609","2021",3095
"3119708","2021",3448
"3119807","2021",3168
"3119906","2021",3685
"3119955","2021",6425
"3120003","2021",2688
"3120102","2021",4436
"3120151","2021",6814
"3120201","2021",13060
"3120300","2021",5992
"3120409","2021",5161
"3120508","2021",10211
"3120607","2021",5072
"3120706","2021",3651
"3120805","2021",15529
"3120839","2021",5026
"3120870","2021",7867
"3120904","2021",81085
"3121001","2021",5431
"3121100","2021",8007
"3121209","2021",7146
"3121258","2021",10994
"3121308","2021",5044
"3121407","2021",7266
"3121506","2021",2867
"3121605","2021",47924
"3121704","2021",3779
"3121803","2021",7493
"3121902","2021",3430
"3122009","2021",20020
"3122108","2021",4969
"3122207","2021",7655
"3122306","2021",242505
"3122355","2021",6946
"3122405","2021",6039
"3122454","2021",11396
"3122470","2021",3635
"3122504","2021",5025
"3122603","2021",4436
"3122702","2021",5227
"3122801","2021",2992
"3122900","2021",6664
"3123007","2021",10291
"3123106","2021",5139
"3123205","2021",13373
"3123304","2021",4202
"3123403","2021",1539
"3123502","2021",1915
"3123528","2021",7898
"3123601","2021",28556
"3123700","2021",11268
"3123809","2021",7240
"3123858","2021",5383
"3123908","2021",15458
"3124005","2021",19019
"3124104","2021",72512
"3124203","2021",25287
"3124302","2021",31603
"3124401","2021",4728
"3124500","2021",11416
"3124609","2021",2308
"3124708","2021",3483
"3124807","2021",8057
"3124906","2021",11383
"3125002","2021",3932
"3125101","2021",37649
"3125200","2021",2374
"3125309","2021",3202
