"MUNIC_RES","ANO","POPULACAO"
"3125408","2021",4656
"3125507","2021",3178
"3125606","2021",7548
"3125705","2021",15528
"3125804","2021",3500
"3125903","2021",9576
"3125952","2021",11100
"3126000","2021",7602
"3126109","2021",67956
"3126208","2021",9810
"3126307","2021",4460
"3126406","2021",2986
"3126505","2021",10311
"3126604","2021",5268
"3126703","2021",26459
"3126752","2021",5287
"3126802","2021",5858
"3126901","2021",9716
"3126950","2021",3496
"3127008","2021",18866
"3127057","2021",4542
"3127073","2021",5232
"3127107","2021",60508
"3127206","2021",4434
"3127305","2021",6764
"3127339","2021",5084
"3127354","2021",3177
"3127370","2021",3402
"3127388","2021",4014
"3127404","2021",4360
"3127503","2021",6184
"3127602","2021",11811
"3127701","2021",282164
"3127800","2021",15943
"3127909","2021",1386
"3128006","2021",34818
"3128105","2021",14269
"3128204","2021",10307
"3128253","2021",5005
"3128303","2021",19014
"3128402","2021",8926
"3128501","2021",3755
"3128600","2021",6558
"3128709","2021",52234
"3128808","2021",7026
"3128907","2021",8168
"3129004","2021",8296
"3129103","2021",5516
"3129202","2021",6623
"3129301","2021",11085
"3129400","2021",4999
"3129509","2021",25511
"3129608","2021",8478
"3129657","2021",5340
"3129707","2021",14128
"3129806","2021",184030
"3129905","2021",3497
"3130002","2021",3003
"3130051","2021",12200
"3130101","2021",44561
"3130200","2021",11146
"3130309","2021",7901
"3130408","2021",6667
"3130507","2021",12511
"3130556","2021",6976
"3130606","2021",7387
"3130655","2021",7328
"3130705","2021",7009
"3130804","2021",2785
"3130903","2021",24020
"3131000","2021",6352
"3131109","2021",7605
"3131158","2021",18926
"3131208","2021",20133
"3131307","2021",267333
"3131406","2021",4229
"3131505","2021",10156
"3131604","2021",7067
"3131703","2021",121717
"3131802","2021",11637
"3131901","2021",52996
"3132008","2021",5447
"3132107","2021",18175
"3132206","2021",13510
"3132305","2021",12910
"3132404","2021",97782
"3132503","2021",35130
"3132602","2021",4395
"3132701","2021",23207
"3132800","2021",2032
"3132909","2021",10122
"3133006","2021",15844
"3133105","2021",15511
"3133204","2021",12259
"3133303","2021",20997
"3133402","2021",15511
"3133501","2021",21760
"3133600","2021",9976
"3133709","2021",11354
"3133758","2021",16286
"3133808","2021",94455
"3133907","2021",5321
"3134004","2021",15053
"3134103","2021",6074
"3134202","2021",105818
"3134301","2021",5978
"3134400","2021",40101
"3134509","2021",3749
"3134608","2021",20683
"3134707","2021",12320
"3134806","2021",7695
"3134905","2021",26538
"3135001","2021",3151
"3135050","2021",39850
"3135076","2021",5453
"3135100","2021",72374
"3135209","2021",67958
"3135308","2021",4418
"3135357","2021",7991
"3135407","2021",4795
"3135456","2021",7781
"3135506","2021",12246
"3135605","2021",7407
"3135704","2021",5203
"3135803","2021",25555
"3135902","2021",4774
"3136009","2021",15476
"3136108","2021",4382
"3136207","2021",80903
"3136306","2021",47990
"3136405","2021",4757
"3136504","2021",10872
"3136520","2021",4474
"3136553","2021",5104
"3136579","2021",4911
"3136603","2021",5739
"3136652","2021",27823
"3136702","2021",577532
"3136801","2021",4359
"3136900","2021",10795
"3136959","2021",5706
"3137007","2021",18272
"3137106","2021",7588
"3137205","2021",53236
"3137304","2021",4062
"3137403","2021",13115
"3137502","2021",18168
"3137536","2021",9681
"3137601","2021",66744
"3137700","2021",19914
"3137809","2021",20995
"3137908","2021",3366
"3138005","2021",6856
"3138104","2021",6494
"3138203","2021",105756
"3138302","2021",3222
"3138351","2021",4923
"3138401","2021",52690
"3138500","2021",4994
"3138609","2021",16749
"3138625","2021",7640
"3138658","2021",9766
"3138674","2021",6249
"3138682","2021",6735
"3138708","2021",5431
"3138807","2021",18297
"3138906","2021",7112
"3139003","2021",42682
"3139102","2021",5119
"3139201","2021",18556
"3139250","2021",6565
"3139300","2021",18051
"3139409","2021",92074
"3139508","2021",22894
"3139607","2021",27651
"3139706","2021",8113
"3139805","2021",12985
"3139904","2021",14019
"3140001","2021",61830
"3140100","2021",4079
"3140159","2021",15814
"3140209","2021",3000
"3140308","2021",4030
"3140407","2021",2701
"3140506","2021",13497
"3140530","2021",8640
"3140555","2021",8700
"3140605","2021",4415
"3140704","2021",31631
"3140803","2021",14626
"3140852","2021",11360
"3140902","2021",19098
"3141009","2021",12367
"3141108","2021",38469
"3141207","2021",3733
"3141306","2021",3861
"3141405","2021",20701
"3141504","2021",6446
"3141603","2021",10775
"3141702","2021",5489
"3141801","2021",31509
"3141900","2021",3891
"3142007","2021",13651
"3142106","2021",10818
"3142205","2021",15205
"3142254","2021",4939
"3142304","2021",4948
"3142403","2021",7589
"3142502","2021",2184
"3142601","2021",8764
"3142700","2021",14621
"3142809","2021",21349
"3142908","2021",20544
"3143005","2021",13139
"3143104","2021",48049
"3143153","2021",4939
"3143203","2021",21504
"3143302","2021",417478
"3143401","2021",24247
"3143450","2021",8379
"3143500","2021",8955
"3143609","2021",2413
"3143708","2021",3126
"3143807","2021",5960
"3143906","2021",109997
"3144003","2021",26945
"3144102","2021",20522
"3144201","2021",3221
"3144300","2021",40583
"3144359","2021",7104
"3144375","2021",3306
"3144409","2021",4727
"3144508","2021",8710
"3144607","2021",26882
"3144656","2021",10355
"3144672","2021",3067
"3144706","2021",17524
"3144805","2021",97378
"3144904","2021",3548
"3145000","2021",16046
"3145059","2021",7493
"3145109","2021",16937
"3145208","2021",108241
"3145307","2021",31339
"3145356","2021",10800
"3145372","2021",5348
"3145406","2021",1694
"3145455","2021",6243
"3145505","2021",2829
"3145604","2021",41987
"3145703","2021",2128
"3145802","2021",3155
"3145851","2021",4671
"3145877","2021",8138
"3145901","2021",40220
"3146008","2021",33938
"3146107","2021",74824
"3146206","2021",5895
"3146255","2021",6466
"3146305","2021",20346
"3146404","2021",4440
"3146503","2021",8308
"3146552","2021",6098
"3146602","2021",1517
"3146701","2021",6606
"3146750","2021",5196
"3146909","2021",15922
"3147006","2021",94539
"3147105","2021",95616
"3147204","2021",21693
"3147303","2021",21353
"3147402","2021",24854
"3147501","2021",1619
"3147600","2021",16439
"3147709","2021",8031
"3147808","2021",2024
"3147907","2021",115970
"3147956","2021",6031
"3148004","2021",154641
"3148103","2021",92116
"3148202","2021",5744
"3148301","2021",9597
"3148400","2021",4794
"3148509","2021",8390
"3148608","2021",17534
"3148707","2021",24333
"3148756","2021",7157
"3148806","2021",2960
"3148905","2021",3977
"3149002","2021",2559
"3149101","2021",11098
"3149150","2021",12313
"3149200","2021",3651
"3149309","2021",65149
"3149408","2021",1804
"3149507","2021",3340
"3149606","2021",4457
"3149705","2021",11994
"3149804","2021",16469
"3149903","2021",21577
"3149952","2021",6738
"3150000","2021",4261
"3150109","2021",2719
"3150158","2021",8832
"3150208","2021",4141
"3150307","2021",4436
"3150406","2021",5034
"3150505","2021",8715
"3150539","2021",5029
"3150570","2021",7540
"3150604","2021",6386
"3150703","2021",6491
"3150802","2021",17641
"3150901","2021",5504
"3151008","2021",8683
"3151107","2021",10791
"3151206","2021",56845
"3151305","2021",10732
"3151404","2021",28433
"3151503","2021",35137
"3151602","2021",12445
"3151701","2021",16900
"3151800","2021",169838
"3151909","2021",8288
"3152006","2021",32248
"3152105","2021",60003
"3152131","2021",4305
"3152170","2021",12235
"3152204","2021",37823
"3152303","2021",11414
"3152402","2021",16675
"3152501","2021",154293
"3152600","2021",5862
"3152709","2021",9128
"3152808","2021",28173
"3152907","2021",8530
"3153004","2021",3658
"3153103","2021",5315
"3153202","2021",3572
"3153301","2021",3000
"3153400","2021",19680
"3153509","2021",8286
"3153608","2021",10931
"3153707","2021",3603
"3153806","2021",1948
"3153905","2021",16501
"3154002","2021",23663
"3154101","2021",10522
"3154150","2021",7247
"3154200","2021",11578
"3154309","2021",17396
"3154408","2021",4826
"3154457","2021",8132
"3154507","2021",9471
"3154606","2021",341415
"3154705","2021",4061
"3154804","2021",10524
"3154903","2021",13384
"3155009","2021",2630
"3155108","2021",5117
"3155207","2021",5332
"3155306","2021",5924
"3155405","2021",8964
"3155504","2021",12356
"3155603","2021",31171
"3155702","2021",14325
"3155801","2021",18007
"3155900","2021",5493
"3156007","2021",12635
"3156106","2021",4521
"3156205","2021",2335
"3156304","2021",8333
"3156403","2021",3507
"3156452","2021",4648
"3156502","2021",5609
"3156601","2021",10269
"3156700","2021",137877
"3156809","2021",15364
"3156908","2021",26556
"3157005","2021",41864
"3157104","2021",7014
"3157203","2021",31873
"3157252","2021",8212
"3157278","2021",3212
"3157302","2021",4385
"3157336","2021",8723
"3157377","2021",4074
"3157401","2021",4693
"3157500","2021",4354
"3157609","2021",3806
"3157658","2021",6406
"3157708","2021",14497
"3157807","2021",221705
"3157906","2021",16393
"3158003","2021",10867
"3158102","2021",5203
"3158201","2021",14607
"3158300","2021",7047
"3158409","2021",3909
"3158508","2021",7538
"3158607","2021",3985
"3158706","2021",2494
"3158805","2021",4847
"3158904","2021",8660
"3158953","2021",36048
"3159001","2021",4334
"3159100","2021",3753
"3159209","2021",8900
"3159308","2021",4843
"3159357","2021",7322
"3159407","2021",3380
"3159506","2021",5426
"3159605","2021",44226
"3159704","2021",3364
"3159803","2021",19997
"3159902","2021",18697
"3160009","2021",3602
"3160108","2021",3861
"3160207","2021",3763
"3160306","2021",11570
"3160405","2021",28603
"3160454","2021",7316
"3160504","2021",1756
"3160603","2021",3044
"3160702","2021",46357
"3160801","2021",5411
"3160900","2021",3770
"3160959","2021",5672
"3161007","2021",17296
"3161056","2021",3354
"3161106","2021",56625
"3161205","2021",6512
"3161304","2021",6309
"3161403","2021",4758
"3161502","2021",12751
"3161601","2021",3860
"3161650","2021",4104
"3161700","2021",8527
"3161809","2021",12776
"3161908","2021",11114
"3162005","2021",25670
"3162104","2021",36084
"3162203","2021",7541
"3162252","2021",4949
"3162302","2021",2743
"3162401","2021",25033
"3162450","2021",13232
"3162500","2021",90897
"3162559","2021",11785
"3162575","2021",5975
"3162609","2021",7393
"3162658","2021",4476
"3162708","2021",23797
"3162807","2021",15761
"3162906","2021",26530
"3162922","2021",32696
"3162948","2021",7532
"3162955","2021",24490
"3163003","2021",4291
"3163102","2021",5151
"3163201","2021",4222
"3163300","2021",3851
"3163409","2021",5356
"3163508","2021",6409
"3163607","2021",2821
"3163706","2021",46539
"3163805","2021",6949
"3163904","2021",4563
"3164001","2021",7634
"3164100","2021",5160
"3164209","2021",12713
"3164308","2021",7100
"3164407","2021",5598
"3164431","2021",3039
"3164472","2021",6697
"3164506","2021",9884
"3164605","2021",6948
"3164704","2021",71915
"3164803","2021",1478
"3164902","2021",2259
"3165008","2021",10979
"3165107","2021",6980
"3165206","2021",7151
"3165305","2021",7876
"3165404","2021",7045
"3165503","2021",6421
"3165537","2021",34050
"3165552","2021",12493
"3165560","2021",2579
"3165578","2021",5365
"3165602","2021",2001
"3165701","2021",7902
"3165800","2021",1422
"3165909","2021",4056
"3166006","2021",5786
"3166105","2021",3516
"3166204","2021",10474
"3166303","2021",7340
"3166402","2021",1857
"3166501","2021",4292
"3166600","2021",771
"3166709","2021",8725
"3166808","2021",11750
"3166907","2021",7667
"3166956","2021",4836
"3167004","2021",1949
"3167103","2021",20915
"3167202","2021",243950
"3167301","2021",2267
"3167400","2021",6258
"3167509","2021",2621
"3167608","2021",19834
"3167707","2021",5476
"3167806","2021",6226
"3167905","2021",3669
"3168002","2021",34653
"3168051","2021",3093
"3168101","2021",4890
"3168200","2021",1869
"3168309","2021",4120
"3168408","2021",14280
"3168507","2021",11680
"3168606","2021",141269
"3168705","2021",91268
"3168804","2021",8160
"3168903","2021",6369
"3169000","2021",16769
"3169059","2021",4117
"3169109","2021",6336
"3169208","2021",7683
"3169307","2021",80561
"3169356","2021",33062
"3169406","2021",57127
"3169505","2021",6797
"3169604","2021",25466
"3169703","2021",20280
"3169802","2021",5099
"3169901","2021",117995
"3170008","2021",12661
"3170057","2021",12514
"3170107","2021",340277
"3170206","2021",706597
"3170305","2021",2582
"3170404","2021",85461
"3170438","2021",4265
"3170479","2021",3256
"3170503","2021",10333
"3170529","2021",17470
"3170578","2021",6460
"3170602","2021",2143
"3170651","2021",5045
"3170701","2021",137608
"3170750","2021",7235
"3170800","2021",40101
"3170909","2021",19290
"3171006","2021",20692
"3171030","2021",9527
"3171071","2021",5733
"3171105","2021",4090
"3171154","2021",4852
"3171204","2021",131849
"3171303","2021",79910
"3171402","2021",3570
"3171501","2021",3157
"3171600","2021",13729
"3171709","2021",8652
"3171808","2021",10459
"3171907","2021",5303
"3172004","2021",43351
"3172103","2021",5270
"3172202","2021",2543
"3200102","2021",30326
"3200136","2021",9621
"3200169","2021",10801
"3200201","2021",29869
"3200300","2021",14670
"3200359","2021",7911
"3200409","2021",30285
"3200508","2021",7542
"3200607","2021",104942
"3200706","2021",12270
"3200805","2021",31263
"3200904","2021",45301
"3201001","2021",15146
"3201100","2021",9988
"3201159","2021",12450
"3201209","2021",212172
"3201308","2021",386495
"3201407","2021",37956
"3201506","2021",124283
"3201605","2021",31479
"3201704","2021",12887
"3201803","2021",4236
"3201902","2021",34120
"3202009","2021",6793
"3202108","2021",22748
"3202207","2021",22379
"3202256","2021",13047
"3202306","2021",31372
"3202405","2021",128504
"3202454","2021",26762
"3202504","2021",12701
"3202553","2021",8830
"3202603","2021",14083
"3202652","2021",13672
"3202702","2021",13982
"3202801","2021",34957
"3202900","2021",10433
"3203007","2021",29417
"3203056","2021",31589
"3203106","2021",12336
"3203130","2021",16774
"3203163","2021",10919
"3203205","2021",179755
"3203304","2021",15653
"3203320","2021",39259
"3203346","2021",17141
"3203353","2021",13091
"3203403","2021",26079
"3203502","2021",18954
"3203601","2021",5468
"3203700","2021",17176
"3203809","2021",15602
"3203908","2021",50751
"3204005","2021",23426
"3204054","2021",26575
"3204104","2021",27601
"3204203","2021",22388
"3204252","2021",8016
"3204302","2021",11741
"3204351","2021",19398
"3204401","2021",11630
"3204500","2021",12171
"3204559","2021",41588
"3204609","2021",23853
"3204658","2021",8735
"3204708","2021",39085
"3204807","2021",10536
"3204906","2021",134629
"3204955","2021",12602
"3205002","2021",536765
"3205010","2021",31278
"3205036","2021",21778
"3205069","2021",26204
"3205101","2021",80735
"3205150","2021",9280
"3205176","2021",14065
"3205200","2021",508655
"3205309","2021",369534
"3300100","2021",210171
"3300159","2021",12036
"3300209","2021",136109
"3300225","2021",12763
"3300233","2021",35060
"3300258","2021",30827
"3300308","2021",101139
"3300407","2021",185237
"3300456","2021",515239
"3300506","2021",27779
"3300605","2021",37306
"3300704","2021",234077
"3300803","2021",59652
"3300902","2021",15521
"3300936","2021",16859
"3300951","2021",8590
"3301009","2021",514643
"3301108","2021",20163
"3301157","2021",12818
"3301207","2021",19161
"3301306","2021",45864
"3301405","2021",23561
"3301504","2021",22152
"3301603","2021",11563
"3301702","2021",929449
"3301801","2021",14138
"3301850","2021",62225
"3301876","2021",29344
"3301900","2021",244416
"3302007","2021",136547
"3302056","2021",15387
"3302106","2021",23211
"3302205","2021",104354
"3302254","2021",32312
"3302270","2021",106296
"3302304","2021",7298
"3302403","2021",266136
"3302452","2021",5646
"3302502","2021",247741
"3302601","2021",45941
"3302700","2021",167668
"3302809","2021",18681
"3302858","2021",177016
"3302908","2021",25622
"3303005","2021",27134
"3303104","2021",15305
"3303203","2021",162893
"3303302","2021",516981
"3303401","2021",191664
"3303500","2021",825388
"3303609","2021",53093
"3303708","2021",44741
"3303807","2021",44175
"3303856","2021",27942
"3303906","2021",307144
"3303955","2021",25563
"3304003","2021",29802
"3304102","2021",19068
"3304110","2021",20254
"3304128","2021",14562
"3304144","2021",152311
"3304151","2021",25535
"3304201","2021",133244
"3304300","2021",60930
"3304409","2021",18677
"3304508","2021",9401
"3304524","2021",159529
"3304557","2021",6775561
"3304607","2021",10380
"3304706","2021",42705
"3304755","2021",42214
"3304805","2021",38749
"3304904","2021",1098357
"3305000","2021",36731
"3305109","2021",473385
"3305133","2021",7240
"3305158","2021",22032
"3305208","2021",107556
"3305307","2021",9416
"3305406","2021",18270
"3305505","2021",91938
"3305554","2021",83841
"3305604","2021",21775
"3305703","2021",15709
"3305752","2021",34898
"3305802","2021",185820
"3305901","2021",10653
"3306008","2021",82468
"3306107","2021",77202
"3306156","2021",11208
"3306206","2021",37262
"3306305","2021",274925
"3500105","2021",35153
"3500204","2021",3545
"3500303","2021",36981
"3500402","2021",8262
"3500501","2021",18908
"3500550","2021",6142
"3500600","2021",3588
"3500709","2021",37582
"3500758","2021",6231
"3500808","2021",4201
"3500907","2021",4211
"3501004","2021",16221
"3501103","2021",4078
"3501152","2021",18903
"3501202","2021",3616
"3501301","2021",25078
"3501400","2021",5320
"3501509","2021",3251
"3501608","2021",244370
"3501707","2021",41545
"3501806","2021",5993
"3501905","2021",73145
"3502002","2021",5115
"3502101","2021",57245
"3502200","2021",25724
"3502309","2021",6911
"3502408","2021",4172
"3502507","2021",36211
"3502606","2021",4122
"3502705","2021",24081
"3502754","2021",23343
"3502804","2021",199210
"3502903","2021",35389
"3503000","2021",5689
"3503109","2021",6373
"3503158","2021",2452
"3503208","2021",240542
"3503307","2021",136739
"3503356","2021",1755
"3503406","2021",8665
"3503505","2021",3906
"3503604","2021",11186
"3503703","2021",9851
"3503802","2021",56247
"3503901","2021",92453
"3503950","2021",1815
"3504008","2021",105768
"3504107","2021",145378
"3504206","2021",15316
"3504305","2021",5467
"3504404","2021",14063
"3504503","2021",91792
"3504602","2021",18013
"3504701","2021",6127
"3504800","2021",9209
"3504909","2021",11039
"3505005","2021",3525
"3505104","2021",7532
"3505203","2021",35844
"3505302","2021",36125
"3505351","2021",5794
"3505401","2021",7606
"3505500","2021",123546
"3505609","2021",33537
"3505708","2021",279704
"3505807","2021",20952
"3505906","2021",63438
"3506003","2021",381706
"3506102","2021",77612
"3506201","2021",3028
"3506300","2021",11168
"3506359","2021",66154
"3506409","2021",8197
"3506508","2021",126094
"3506607","2021",33265
"3506706","2021",15111
"3506805","2021",12571
"3506904","2021",12107
"3507001","2021",63310
"3507100","2021",26506
"3507159","2021",4013
"3507209","2021",839
"3507308","2021",4913
"3507407","2021",16278
"3507456","2021",2713
"3507506","2021",149718
"3507605","2021",172346
"3507704","2021",5795
"3507753","2021",2911
"3507803","2021",25605
"3507902","2021",24862
"3508009","2021",20050
"3508108","2021",17414
"3508207","2021",4547
"3508306","2021",4222
"3508405","2021",51130
"3508504","2021",95752
"3508603","2021",33827
"3508702","2021",19031
"3508801","2021",17917
"3508900","2021",4195
"3509007","2021",104044
"3509106","2021",6017
"3509205","2021",79034
"3509254","2021",28441
"3509304","2021",10649
"3509403","2021",26613
"3509452","2021",6088
"3509502","2021",1223237
"3509601","2021",86407
"3509700","2021",52713
"3509809","2021",5028
"3509908","2021",12542
"3509957","2021",5268
"3510005","2021",31410
"3510104","2021",2805
"3510153","2021",5365
"3510203","2021",47098
"3510302","2021",21257
"3510401","2021",56973
"3510500","2021",125194
"3510609","2021",405375
"3510708","2021",12371
"3510807","2021",30655
"3510906","2021",2488
"3511003","2021",21521
"3511102","2021",123114
"3511201","2021",7905
"3511300","2021",9452
"3511409","2021",20391
"3511508","2021",50631
"3511607","2021",18595
"3511706","2021",17539
"3511904","2021",8894
"3512001","2021",18601
"3512100","2021",6223
"3512209","2021",28491
"3512308","2021",18138
"3512407","2021",25116
"3512506","2021",6197
"3512605","2021",4591
"3512704","2021",4072
"3512803","2021",74662
"3512902","2021",7289
"3513009","2021",257882
"3513108","2021",35858
"3513207","2021",8803
"3513306","2021",2021
"3513405","2021",82895
"3513504","2021",132521
"3513603","2021",21373
"3513702","2021",34097
"3513801","2021",429550
"3513850","2021",1805
"3513900","2021",11027
"3514007","2021",9088
"3514106","2021",27704
"3514205","2021",2108
"3514304","2021",8883
"3514403","2021",47287
"3514502","2021",12421
"3514601","2021",10174
"3514700","2021",6026
"3514809","2021",15592
"3514908","2021",18095
"3514924","2021",3742
"3514957","2021",2446
"3515004","2021",279264
"3515103","2021",70402
"3515129","2021",3238
"3515152","2021",21712
"3515186","2021",44607
"3515194","2021",4926
"3515202","2021",8420
"3515301","2021",2774
"3515350","2021",9280
"3515400","2021",16102
"3515509","2021",69680
"3515608","2021",5805
"3515657","2021",1739
"3515707","2021",198661
"3515806","2021",1397
"3515905","2021",2884
"3516002","2021",14936
"3516101","2021",2631
"3516200","2021",358539
"3516309","2021",179372
"3516408","2021",158438
"3516507","2021",2776
"3516606","2021",6419
"3516705","2021",44429
"3516804","2021",4911
"3516853","2021",4841
"3516903","2021",10855
"3517000","2021",11485
"3517109","2021",4842
"3517208","2021",12416
"3517307","2021",5806
"3517406","2021",41283
"3517505","2021",22087
"3517604","2021",16896
"3517703","2021",21394
"3517802","2021",8258
"3517901","2021",11382
"3518008","2021",1996
"3518107","2021",6685
"3518206","2021",33257
"3518305","2021",30465
"3518404","2021",123192
"3518503","2021",19244
"3518602","2021",40857
"3518701","2021",324977
"3518800","2021",1404694
"3518859","2021",7760
"3518909","2021",5346
"3519006","2021",9649
"3519055","2021",15605
"3519071","2021",237570
"3519105","2021",12002
"3519204","2021",6269
"3519253","2021",9786
"3519303","2021",35830
"3519402","2021",12639
"3519501","2021",7926
"3519600","2021",61150
"3519709","2021",80062
"3519808","2021",8363
"3519907","2021",8228
"3520004","2021",24821
"3520103","2021",30791
"3520202","2021",9631
"3520301","2021",31117
"3520400","2021",36194
"3520426","2021",11552
"3520442","2021",26886
"3520509","2021",260690
"3520608","2021",4873
"3520707","2021",3876
"3520806","2021",4045
"3520905","2021",15165
"3521002","2021",38771
"3521101","2021",7824
"3521150","2021",5557
"3521200","2021",4180
"3521309","2021",16794
"3521408","2021",24982
"3521507","2021",8101
"3521606","2021",8356
"3521705","2021",17405
"3521804","2021",27632
"3521903","2021",15331
"3522000","2021",3937
"3522109","2021",104351
"3522158","2021",3332
"3522208","2021",179574
"3522307","2021",167106
"3522406","2021",95241
"3522505","2021",244131
"3522604","2021",75683
"3522653","2021",4294
"3522703","2021",43536
"3522802","2021",15197
"3522901","2021",14297
"3523008","2021",4994
"3523107","2021",379082
"3523206","2021",50778
"3523305","2021",17754
"3523404","2021",124254
"3523503","2021",21139
"3523602","2021",18610
"3523701","2021",6587
"3523800","2021",7862
"3523909","2021",177150
"3524006","2021",64330
"3524105","2021",42259
"3524204","2021",6963
"3524303","2021",78029
"3524402","2021",237119
"3524501","2021",7322
"3524600","2021",17911
"3524709","2021",59921
"3524808","2021",49291
"3524907","2021",6828
"3525003","2021",127734
"3525102","2021",45544
"3525201","2021",31173
"3525300","2021",153463
"3525409","2021",3143
"3525508","2021",13453
"3525607","2021",4577
"3525706","2021",37707
"3525805","2021",4824
"3525854","2021",3467
"3525904","2021",426935
"3526001","2021",20978
"3526100","2021",18627
"3526209","2021",31844
"3526308","2021",4882
"3526407","2021",29047
"3526506","2021",12581
"3526605","2021",7361
"3526704","2021",105273
"3526803","2021",69533
"3526902","2021",310783
"3527009","2021",8201
"3527108","2021",78978
"3527207","2021",89532
"3527256","2021",2311
"3527306","2021",51007
"3527405","2021",22022
"3527504","2021",2412
"3527603","2021",15628
"3527702","2021",5918
"3527801","2021",4608
"3527900","2021",2623
"3528007","2021",17263
"3528106","2021",8174
"3528205","2021",3686
"3528304","2021",3086
"3528403","2021",47723
"3528502","2021",103645
"3528601","2021",9972
"3528700","2021",6039
"3528809","2021",14069
"3528858","2021",3097
"3528908","2021",4098
"3529005","2021",242249
"3529104","2021",2101
"3529203","2021",26791
"3529302","2021",84069
"3529401","2021",481725
"3529500","2021",5638
"3529609","2021",3813
"3529658","2021",1903
"3529708","2021",22480
"3529807","2021",13023
"3529906","2021",19511
"3530003","2021",3125
"3530102","2021",29844
"3530201","2021",18415
"3530300","2021",60768
"3530409","2021",4966
"3530508","2021",69072
"3530607","2021",455587
"3530706","2021",154146
"3530805","2021",94098
"3530904","2021",3523
"3531001","2021",2274
"3531100","2021",58567
"3531209","2021",8181
"3531308","2021",51039
"3531407","2021",25651
"3531506","2021",18928
"3531605","2021",4166
"3531704","2021",4739
"3531803","2021",61707
"3531902","2021",33598
"3532009","2021",13936
"3532058","2021",4831
"3532108","2021",4525
"3532157","2021",3215
"3532207","2021",4950
"3532306","2021",6624
"3532405","2021",18866
"3532504","2021",8917
"3532603","2021",11575
"3532702","2021",5381
"3532801","2021",7161
"3532827","2021",9962
"3532843","2021",1824
"3532868","2021",1290
"3532900","2021",11519
"3533007","2021",21871
"3533106","2021",2333
"3533205","2021",4135
"3533254","2021",6057
"3533304","2021",4217
"3533403","2021",61716
"3533502","2021",41765
"3533601","2021",7522
"3533700","2021",4294
"3533809","2021",2447
"3533908","2021",55477
"3534005","2021",4462
"3534104","2021",6569
"3534203","2021",7318
"3534302","2021",44682
"3534401","2021",701428
"3534500","2021",2603
"3534609","2021",33118
"3534708","2021",115139
"3534757","2021",10712
"3534807","2021",8676
"3534906","2021",14326
"3535002","2021",13285
"3535101","2021",13691
"3535200","2021",9173
"3535309","2021",22322
"3535408","2021",15944
"3535507","2021",46180
"3535606","2021",18302
"3535705","2021",6536
"3535804","2021",20588
"3535903","2021",4112
"3536000","2021",10934
"3536109","2021",6579
"3536208","2021",19797
"3536257","2021",2177
"3536307","2021",14941
"3536406","2021",7540
"3536505","2021",114508
"3536570","2021",1835
"3536604","2021",8973
"3536703","2021",47523
"3536802","2021",6127
"3536901","2021",2468
"3537008","2021",16876
"3537107","2021",48992
"3537156","2021",3109
"3537206","2021",11507
"3537305","2021",64098
"3537404","2021",25685
"3537503","2021",8875
"3537602","2021",69697
"3537701","2021",6093
"3537800","2021",55731
"3537909","2021",29612
"3538006","2021",171885
"3538105","2021",17378
"3538204","2021",15564
"3538303","2021",3706
"3538501","2021",13495
"3538600","2021",27617
"3538709","2021",410275
"3538808","2021",29930
"3538907","2021",25939
"3539004","2021",11524
"3539103","2021",19453
"3539202","2021",27974
"3539301","2021",77330
"3539400","2021",13890
"3539509","2021",40430
"3539608","2021",5370
"3539707","2021",3606
"3539806","2021",119221
"3539905","2021",6166
"3540002","2021",22326
"3540101","2021",3385
"3540200","2021",51717
"3540259","2021",4719
"3540309","2021",2576
"3540408","2021",4136
"3540507","2021",10205
"3540606","2021",53698
"3540705","2021",56848
"3540754","2021",25603
"3540804","2021",17668
"3540853","2021",4327
"3540903","2021",22239
"3541000","2021",336454
"3541059","2021",5371
"3541109","2021",4067
"3541208","2021",12943
"3541307","2021",44572
"3541406","2021",231953
"3541505","2021",39648
"3541604","2021",41211
"3541653","2021",3902
"3541703","2021",14309
"3541802","2021",3513
"3541901","2021",13788
"3542008","2021",6736
"3542107","2021",9126
"3542206","2021",29743
"3542305","2021",3827
"3542404","2021",20523
"3542503","2021",10047
"3542602","2021",56463
"3542701","2021",7762
"3542800","2021",3320
"3542909","2021",13376
"3543006","2021",15984
"3543105","2021",4786
"3543204","2021",4537
"3543238","2021",2222
"3543253","2021",7686
"3543303","2021",125238
"3543402","2021",720116
"3543501","2021",5364
"3543600","2021",3651
"3543709","2021",10824
"3543808","2021",9940
"3543907","2021",209548
"3544004","2021",36233
"3544103","2021",52009
"3544202","2021",12856
"3544251","2021",15929
"3544301","2021",10888
"3544400","2021",3195
"3544509","2021",3191
"3544608","2021",5638
"3544707","2021",2427
"3544806","2021",6481
"3544905","2021",12103
"3545001","2021",17363
"3545100","2021",5372
"3545159","2021",8498
"3545209","2021",120779
"3545308","2021",46285
"3545407","2021",9396
"3545506","2021",4405
"3545605","2021",15639
"3545704","2021",6036
"3545803","2021",195278
"3546009","2021",14925
"3546108","2021",2111
"3546207","2021",4584
"3546256","2021",2166
"3546306","2021",35102
"3546405","2021",48207
"3546504","2021",5577
"3546603","2021",32796
"3546702","2021",27850
"3546801","2021",58529
"3546900","2021",8889
"3547007","2021",6298
"3547106","2021",2947
"3547205","2021",1448
"3547304","2021",145073
